ID RCTI	00`a01100.m3u8
NL149:RTL 4 FHD	00`d0031382.m3u8
NL150:RTL 5 HD	00`d0031381.m3u8
NL151:RTL 7 FHD	00`d0031380.m3u8
NL152:Ziggo Sport Racing FHD	00`d0031379.m3u8
NL153:RTL Crime HD	00`d0031378.m3u8
NL154:Feel Good TV	00`d0031377.m3u8
NL155:RTL Z HD	00`d0031376.m3u8
NL156:GO-RTV	00`d0031375.m3u8
NL157:RTV Noord	00`d0031374.m3u8
NL160:RTV Utrecht	00`d0031371.m3u8
NL163:Shorts TV FHD	00`d0031368.m3u8
NL164:Spike HD	00`d0031367.m3u8
NL165:Ziggo Sport GOLF FHD	00`d0031366.m3u8
NL166:Euronews	00`d0031365.m3u8
NL168:TV Oranje	00`d0031363.m3u8
NL169:L1 TV	00`d0031362.m3u8
NL170:Viceland FHD	00`d0031361.m3u8
NL171:XITE HD	00`d0031360.m3u8
NL174:Ziggo Sport Select SD	00`d0031357.m3u8
-----|NORWAY|-----	^--
NO001:CARTOON NETWORK	00`d0031556.m3u8
NO002:C More Stars	00`d0031555.m3u8
NO003:C More Series	00`d0031554.m3u8
NO004:C More Hits	00`d0031553.m3u8
NO005:C More First	00`d0031552.m3u8
NO006:VGTV	00`d0031551.m3u8
NO007:ANIMAL PLANET	00`d0031550.m3u8
NO008:BBC BRIT	00`d0031549.m3u8
NO009:BBC EARTH	00`d0031548.m3u8
NO010:DISNEY CHANNEL	00`d0031547.m3u8
NO011:EUROSPORT NORGE	00`d0031546.m3u8
NO012:FEM	00`d0031545.m3u8
NO013:FOX	00`d0031544.m3u8
NO014:HISTORY	00`d0031543.m3u8
NO015:MATKANALEN	00`d0031542.m3u8
NO016:MAX	00`d0031541.m3u8
NO017:NAT GEO WILD	00`d0031540.m3u8
NO018:NRK 1	00`d0031539.m3u8
NO019:NRK 2	00`d0031538.m3u8
NO020:NRK 3	00`d0031537.m3u8
NO021:SF-KANALEN	00`d0031536.m3u8
NO022:STORTINGET	00`d0031535.m3u8
NO023:TLC	00`d0031534.m3u8
NO024:TV2 LIVSSTIL	00`d0031533.m3u8
NO025:TV2 NORGE	00`d0061037.m3u8
NO026:TV2 NYHETS KANALEN	00`d0061038.m3u8
NO027:TV2 ZEBRA	00`d0061039.m3u8
NO028:TV6	00`d0061040.m3u8
NO029:TV 10 NORGE	00`d0061041.m3u8
NO030:TV NORGE	00`d0061042.m3u8
NO031:TV2 SPORT 2	00`d0061043.m3u8
NO032:TV3+	00`d0061044.m3u8
NO033:VIASAT MOTOR	00`d0061045.m3u8
NO034:VIASAT SPORT	00`d0061035.m3u8
NO035:VOX	00`d0061036.m3u8
NO036:H2	00`d0061029.m3u8
NO037:NICKELODEON	00`d0061028.m3u8
-----|Poland|-----	^--
PL001:13 Ulica FHD	00`d0033531.m3u8
PL002:Ale Kino +	00`d0033530.m3u8
PL003:4Fun TV	00`d0033529.m3u8
PL004:Animal Planet HD	00`d0033528.m3u8
PL005:ATM Rozrywka TV	00`d0033527.m3u8
PL006:AXN Black HD	00`d0033526.m3u8
PL007:AXN HD	00`d0033525.m3u8
PL008:AXN Spin HD	00`d0033524.m3u8
PL009:AXN White HD	00`d0033523.m3u8
PL010:CANAL+ SPORT FHD	00`d0033522.m3u8
PL011:CANAL+ SPORT 2 FHD	00`d0033521.m3u8
PL012:CANAL+ SPORT 3 FHD	00`d0033520.m3u8
PL013:CANAL+ SPORT 4 FHD	00`d0033519.m3u8
PL014:Boomerang FHD	00`d0033518.m3u8
PL015:Canal FamilyFHD	00`d0033517.m3u8
PL016:CANAL+ 1 FHD	00`d0033516.m3u8
PL017:Canal Film FHD	00`d0033515.m3u8
PL018:Canal Seriale FHD	00`d0033514.m3u8
PL019:Nickelodeon	00`d0033513.m3u8
PL020:BBC Earth HD	00`d0033512.m3u8
PL021:Cartoon Network HD	00`d0033511.m3u8
PL023:CBS Europa HD	00`d0033509.m3u8
PL024:CBS Reality HD	00`d0033508.m3u8
PL025:Cinemax 2 HD	00`d0033507.m3u8
PL026:Cinemax HD	00`d0033506.m3u8
PL027:Comedy Central FHD	00`d0033505.m3u8
PL028:Da Vinci Learning	00`d0033504.m3u8
PL029:Disco Polo Music	00`d0033503.m3u8
PL031:Discovery Historia	00`d0033501.m3u8
PL032:Discovery Life FHD	00`d0033500.m3u8
PL033:Discovery Science FHD	00`d0033499.m3u8
PL034:Discovery Turbo Xtra HD	00`d0033498.m3u8
PL035:Disney Channel FHD	00`d0033497.m3u8
PL036:Da Vinci	00`d0033496.m3u8
PL037:Disney XD	00`d0033495.m3u8
PL038:DOMO FHD	00`d0033494.m3u8
PL039:E! FHD	00`d0033493.m3u8
PL040:Epic Drama	00`d0033492.m3u8
PL041:CANAL+ KUCHINA	00`d0033491.m3u8
PL042:Eska TV	00`d0033490.m3u8
PL043:Eska ROCK TV	00`d0033489.m3u8
PL044:Polsat Sport Premium 1 HD	00`d0033488.m3u8
PL045:Polsat Sport Premium 2 HD	00`d0033487.m3u8
PL046:Polsat Sport Premium 3	00`d0033486.m3u8
PL047:POLSAT SPORT PREMIUM 4	00`d0033485.m3u8
PL048:Polsat Sport Premium 5	00`d0033484.m3u8
PL049:Polsat Sport Premium 6	00`d0033483.m3u8
PL050:Fightbox FHD	00`d0033482.m3u8
PL051:Filmbox Action HD	00`d0033481.m3u8
PL052:Filmbox Arthouse	00`d0033480.m3u8
PL053:Filmbox Extra FHD	00`d0033479.m3u8
PL054:Filmbox Family	00`d0033478.m3u8
PL055:Filmbox Premium HD	00`d0033477.m3u8
PL056:FOKUS TV	00`d0033476.m3u8
PL057:Fox Comedy FHD	00`d0033475.m3u8
PL058:FOX FHD	00`d0033474.m3u8
PL059:Polsat Cafe	00`d0033473.m3u8
PL060:Investigation Discovery HD	00`d0033472.m3u8
PL061:H2 HD	00`d0033471.m3u8
PL062:HBO 2 FHD	00`d0033470.m3u8
PL063:HBO 3 FHD	00`d0033469.m3u8
PL064:HBO HD	00`d0033468.m3u8
PL065:HGTV FHD	00`d0033467.m3u8
PL066:HISTORY CHANNEL HD	00`d0033466.m3u8
PL067:TV 6	00`d0033465.m3u8
PL068:KINO TV FHD	00`d0033464.m3u8
PL069:KUCHNIA+ HD	00`d0033463.m3u8
PL070:Lifetime HD	00`d0033462.m3u8
PL072:MiniMini HD	00`d0033460.m3u8
PL073:Sundance TV	00`d0033459.m3u8
PL074:STARS TV	00`d0033458.m3u8
PL075:EUROSPORT 1 HD	00`d0033457.m3u8
PL076:EUROSPORT 2 HD	00`d0033456.m3u8
PL077:TVS	00`d0033455.m3u8
PL078:Kino Polska Muzyka	00`d0033454.m3u8
PL079:NAT GEO FHD	00`d0033453.m3u8
PL080:Nat Geo People HD	00`d0033452.m3u8
PL081:NAT GEO Wild HD	00`d0033451.m3u8
PL082:TVP HD	00`d0033450.m3u8
PL083:Kujawy	00`d0033449.m3u8
PL084:NOWA TV HD	00`d0033448.m3u8
PL085:NSport Plus HD	00`d0033447.m3u8
PL086:Paramount Channel FHD	00`d0033446.m3u8
PL087:MTV	00`d0033445.m3u8
PL088:Polo TV HD	00`d0033444.m3u8
PL089:POLSAT 2 FHD	00`d0033443.m3u8
PL090:Polsat Film	00`d0033442.m3u8
PL091:Polsat Doku HD	00`d0033441.m3u8
PL092:Polsat HD	00`d0033440.m3u8
PL093:Polsat Jim Jam	00`d0033439.m3u8
PL094:Polsat Music HD	00`d0033438.m3u8
PL095:Travel Channel	00`d0033437.m3u8
PL096:Polsat News HD	00`d0033436.m3u8
PL097:Polsat Play FHD	00`d0033435.m3u8
PL098:MOTOWIZJA	00`d0033434.m3u8
PL099:Polsat Sport Extra FHD	00`d0033433.m3u8
PL100:Polsat Sport Fight FHD	00`d0033432.m3u8
PL101:Polsat Sport HD	00`d0033431.m3u8
PL102:Polsat Sport News HD	00`d0033430.m3u8
PL103:CANAL+ Premium	00`d0033429.m3u8
PL104:Canal+ Discovery HD	00`d0033428.m3u8
PL105:POLSAT Viasat Explore FHD	00`d0033427.m3u8
PL106:Polsat Viasat History FHD	00`d0033426.m3u8
PL107:Polsat Viasat Nature HD	00`d0033425.m3u8
PL108:POWER TV	00`d0033424.m3u8
PL109:PULS 2	00`d0033423.m3u8
PL110:Sci-Fi HD	00`d0033422.m3u8
PL113:Stop klatka TV	00`d0033419.m3u8
PL114:TVN 24 Bis	00`d0033418.m3u8
PL115:Super Polsat	00`d0033417.m3u8
PL116:TeleToon+	00`d0033416.m3u8
PL117:TLC FHD	00`d0033415.m3u8
PL118:TNT FHD	00`d0033414.m3u8
PL120:Polsat Games	00`d0033412.m3u8
PL121:TTV FHD	00`d0033411.m3u8
PL122:E! Entertainment	00`d0033410.m3u8
PL123:TV6	00`d0033409.m3u8
PL124:TV Puls FHD	00`d0033408.m3u8
PL125:TV Republika HD	00`d0033407.m3u8
PL126:TVN 7 FHD	00`d0033406.m3u8
PL127:TVN 24 FHD	00`d0033405.m3u8
PL128:TVN Fabula FHD	00`d0033404.m3u8
PL129:TVN FHD	00`d0033403.m3u8
PL130:TVN Style FHD	00`d0033402.m3u8
PL131:TVN Turbo FHD	00`d0033401.m3u8
PL132:TVP 1 FHD	00`d0033400.m3u8
PL133:TVP 2 FHD	00`d0033399.m3u8
PL134:TVP 3 HD	00`d0033398.m3u8
PL135:TVP abc HD	00`d0033397.m3u8
PL136:TVP Historiy HD	00`d0033396.m3u8
PL137:TVP Info FHD	00`d0033395.m3u8
PL138:TVP Kultura HD	00`d0033394.m3u8
PL139:TVP Polonia HD	00`d0033393.m3u8
PL140:TVP Rozrywka	00`d0033392.m3u8
PL141:TVP SERIALE	00`d0033391.m3u8
PL142:TVP Sport FHD	00`d0033390.m3u8
PL143:Nicktoons	00`d0033389.m3u8
PL145:Baby TV	00`d0033387.m3u8
PL146:BBC CBeebies	00`d0033386.m3u8
PL147:BBC Lifestyle	00`d0033385.m3u8
PL148:ZOOM TV	00`d0033384.m3u8
PL150:4Fun Dance	00`d0033382.m3u8
PL151:4Fun Gold Hits	00`d0033381.m3u8
PL152:BBC Brit HD	00`d0033380.m3u8
PL153:Adventure HD	00`d0033379.m3u8
PL154:VOX MUSIC TV	00`d0033378.m3u8
PL155:AMC	00`d0033377.m3u8
PL156:Active Family	00`d0033376.m3u8
PL157:WYDARZENIA 24 HD	00`d0033375.m3u8
PL158:Food Network HD	00`d0033374.m3u8
PL159:Cartoon Network HD	00`d0033373.m3u8
PL163:Red Carpet	00`d0033369.m3u8
PL164:Comedy Central Family	00`d0033368.m3u8
PL166:TV Trwam	00`d0033366.m3u8
PL167:Discovery Channel	00`d0033365.m3u8
PL168:Discovery Life HD	00`d0033364.m3u8
PL169:Disney Junior	00`d0033363.m3u8
PL171:NUTA TV	00`d0033361.m3u8
PL172:Eleven Sports 1 FHD	00`d0033360.m3u8
PL173:Eleven Sports 2 FHD	00`d0033359.m3u8
PL174:Eleven Sports 3 FHD	00`d0033358.m3u8
PL175:Eleven Sports 4 FHD	00`d0033357.m3u8
PL176:ESKA TV Extra	00`d0033356.m3u8
PL178:FOKUS TV	00`d0033354.m3u8
PL179:FOX HD	00`d0033353.m3u8
PL180:Golf Channel HD	00`d0033352.m3u8
PL181:Crime+ Investigation	00`d0033351.m3u8
PL182:BBC FIRST	00`d0033350.m3u8
PL183:Kino Polska	00`d0033349.m3u8
PL184:TV 4	00`d0033348.m3u8
PL185:SciFi Universal	00`d0033347.m3u8
PL186:TVP 3 Wrocław	00`d0033346.m3u8
PL187:Metro	00`d0033345.m3u8
PL189:MTV Dance HD	00`d0033343.m3u8
PL190:MTV Polska HD	00`d0033342.m3u8
PL191:Nat Geo People HD	00`d0033341.m3u8
PL192:KSW Fight PPV (Live Matches Only)	00`d0033340.m3u8
PL193:Paramount Channel HD	00`d0033339.m3u8
PL194:Planete+ HD	00`d0033338.m3u8
PL196:KuchniaPlus	00`d0033336.m3u8
PL198:Polsat Romans HD	00`d0033334.m3u8
PL199:Polsat Sport Fight HD	00`d0033333.m3u8
PL200:Polsat Viasat Explore HD	00`d0033332.m3u8
PL201:Polsat Viasat History HD	00`d0033331.m3u8
PL202:Polsat Viasat Nature	00`d0033330.m3u8
PL203:Power TV	00`d0033329.m3u8
PL204:Nick JR	00`d0033328.m3u8
-----|Romania|-----	^--
RO001:AGRO TV	00`d0031875.m3u8
RO002:ALFA & OMEGA TV	00`d0031874.m3u8
RO003:AMC	00`d0031873.m3u8
RO004:ANIMAL PLANET	00`d0031872.m3u8
RO005:ANTENA 1	00`d0031871.m3u8
RO006:ANTENA 3	00`d0031870.m3u8
RO007:ANTENA STARS	00`d0031869.m3u8
RO008:AXN	00`d0031868.m3u8
RO009:AXN BLACK	00`d0031867.m3u8
RO010:AXN SPIN	00`d0031866.m3u8
RO011:AXN WHITE	00`d0031865.m3u8
RO012:B 1	00`d0031864.m3u8
RO013:BBC EARTH	00`d0031863.m3u8
RO014:BOLLYWOOD TV	00`d0031862.m3u8
RO015:BOOMERANG	00`d0031861.m3u8
RO016:BUCOVINA TV	00`d0031860.m3u8
RO017:CINEMARATON	00`d0031859.m3u8
RO018:CINEMAX	00`d0031858.m3u8
RO019:CINEMAX 2	00`d0031857.m3u8
RO020:COMEDY CENTRAL	00`d0031856.m3u8
RO021:COMEDY EST	00`d0031855.m3u8
RO022:CREDO	00`d0031854.m3u8
RO023:CRIME & INVESTIGATION	00`d0031853.m3u8
RO024:CROMTEL TV	00`d0031852.m3u8
RO025:DAVINCI LEARNING	00`d0031851.m3u8
RO026:DIGI 24	00`d0031850.m3u8
RO027:DIGI ANIMAL WORLD	00`d0031849.m3u8
RO028:DIGI LIFE	00`d0031848.m3u8
RO029:DIGI SPORT 1	00`d0031847.m3u8
RO030:DIGI SPORT 2	00`d0031846.m3u8
RO031:DIGI SPORT 3	00`d0031845.m3u8
RO032:DIGI SPORT 4	00`d0031844.m3u8
RO033:DIGI WORLD	00`d0031843.m3u8
RO034:DISCOVERY CHANNEL	00`d0031842.m3u8
RO035:DISCOVERY INVESTIGATION	00`d0031841.m3u8
RO036:DISCOVERY SCIENCE	00`d0031840.m3u8
RO037:DISNEY CHANNEL	00`d0031839.m3u8
RO038:DISNEY JR	00`d0031838.m3u8
RO039:DIVA CHANNEL	00`d0031837.m3u8
RO040:DTX	00`d0031836.m3u8
RO041:DUCK TV	00`d0031835.m3u8
RO042:E! ENTERTAINMENT	00`d0031834.m3u8
RO043:EPIC DRAMA	00`d0031833.m3u8
RO044:ETNO	00`d0031832.m3u8
RO045:EUROSPORT 1	00`d0031831.m3u8
RO046:EUROSPORT 2	00`d0031830.m3u8
RO047:FILM CAFE	00`d0031829.m3u8
RO048:FILM NOW	00`d0031828.m3u8
RO049:FILMBOX	00`d0031827.m3u8
RO050:FILMBOX EXTRA	00`d0031826.m3u8
RO051:FILMBOX FAMILY	00`d0031825.m3u8
RO052:FILMBOX STARS	00`d0031824.m3u8
RO053:FILMBOX PREMIUM	00`d0031823.m3u8
RO054:FISHING & HUNTING	00`d0031822.m3u8
RO055:FOOD NETWORK	00`d0031821.m3u8
RO056:HAPPY CHANNEL	00`d0031820.m3u8
RO057:HBO 1	00`d0031819.m3u8
RO058:HBO 2	00`d0031818.m3u8
RO059:HBO 3	00`d0031817.m3u8
RO060:HBO ROMANIA	00`d0031816.m3u8
RO061:HISTORY CHANNEL	00`d0031815.m3u8
RO062:HIT CHANNEL	00`d0031814.m3u8
RO063:HORA	00`d0031813.m3u8
RO064:INTER MEDIA	00`d0031812.m3u8
RO065:JIM JAM	00`d0031811.m3u8
RO066:KANAL D	00`d0031810.m3u8
RO067:KISS TV	00`d0031809.m3u8
RO068:PRIMA SPORT	00`d0031808.m3u8
RO069:PRIMA SPORT 4	00`d0031807.m3u8
RO070:MAGIC TV	00`d0031806.m3u8
RO071:MINIMAX	00`d0031805.m3u8
RO072:MOOZ	00`d0031804.m3u8
RO073:MTV DANCE	00`d0031803.m3u8
RO074:MTV HITS	00`d0031802.m3u8
RO075:NASUL TV	00`d0031801.m3u8
RO076:NAT GEO	00`d0031800.m3u8
RO077:NAT GEO WILD	00`d0031799.m3u8
RO078:NATIONAL 24 PLUS	00`d0031798.m3u8
RO079:NATIONAL TV	00`d0031797.m3u8
RO080:NICK JR	00`d0031796.m3u8
RO081:NICK TOONS	00`d0031795.m3u8
RO082:NICKELODEON	00`d0031794.m3u8
RO083:PAPRIKA TV	00`d0031793.m3u8
RO084:PRIMA TV	00`d0031792.m3u8
RO085:ACASA	00`d0031791.m3u8
RO086:PRO CINEMA	00`d0031790.m3u8
RO087:PRO FIT	00`d0031789.m3u8
RO088:PRO GOLD	00`d0031788.m3u8
RO089:PRO TV	00`d0031787.m3u8
RO090:PRO TV INTERNATIONAL	00`d0031786.m3u8
RO091:PRO TV NEWS	00`d0031785.m3u8
RO092:Pro Arena	00`d0031784.m3u8
RO093:REALITATEA PLUS	00`d0031783.m3u8
RO094:ROMANIA	00`d0031782.m3u8
RO095:TARAF	00`d0031781.m3u8
RO096:ORANGE SPORT 1	00`d0031780.m3u8
RO097:ORANGE SPORT 2	00`d0031779.m3u8
RO098:ORANGE SPORT 3	00`d0031778.m3u8
RO099:ORANGE SPORT 4	00`d0031777.m3u8
RO100:TLC	00`d0031776.m3u8
RO102:TRAVEL CHANNEL	00`d0031774.m3u8
RO103:TRAVEL MIX	00`d0031773.m3u8
RO104:TRINITAS	00`d0031772.m3u8
RO105:TV 1000	00`d0031771.m3u8
RO106:TV5 MONDE	00`d0031770.m3u8
RO107:TVR 1	00`d0031769.m3u8
RO108:TVR 2	00`d0031768.m3u8
RO109:TVR 3	00`d0031767.m3u8
RO110:TVR IASI	00`d0031766.m3u8
RO111:TVR INTERNATIONAL	00`d0031765.m3u8
RO112:U TV	00`d0031764.m3u8
RO113:MTV 00	00`d0031763.m3u8
RO114:VIASAT EXPLORER	00`d0031762.m3u8
RO115:VIASAT HISTORY	00`d0031761.m3u8
RO116:VIASAT NATURE	00`d0031760.m3u8
RO117:ZU TV	00`d0031759.m3u8
RO118:Music Channel	00`d0031758.m3u8
RO119:TV Plus	00`d0031757.m3u8
RO120:Acasa Gold	00`d0031756.m3u8
RO121:1 MUSIC CHANNEL	00`d0031755.m3u8
RO122:PRIMA SPORT 2	00`d0031754.m3u8
RO123:INEDIT TV	00`d0031753.m3u8
RO124:Telestar1	00`d0031752.m3u8
RO126:TNT	00`d0031750.m3u8
RO101:Warner TV	00`d0031775.m3u8
-----|Russian|-----	^--
RUS001:1 MUS	00`d0052287.m3u8
RUS002:24 TECHNO	00`d0052286.m3u8
RUS003:365 DAYS	00`d0052285.m3u8
RUS004:365 DENI	00`d0052284.m3u8
RUS005:5 KANAL	00`d0052283.m3u8
RUS006:A 2	00`d0052282.m3u8
RUS007:A HD	00`d0052281.m3u8
RUS008:AMC	00`d0052280.m3u8
RUS009:AMEDIA 1	00`d0052279.m3u8
RUS010:AMEDIA PREMIUM	00`d0052278.m3u8
RUS011:ANIMAL PLANET	00`d0052277.m3u8
RUS012:AUTO PLUS	00`d0052276.m3u8
RUS013:BOLLYWOOD	00`d0052275.m3u8
RUS014:BOOMERANG	00`d0052274.m3u8
RUS015:BRIDGE DELUXE	00`d0052273.m3u8
RUS016:BRIDGE TV Русскnn Хит	00`d0052272.m3u8
RUS017:CGTN Русский	00`d0052271.m3u8
RUS018:CHE	00`d0052270.m3u8
RUS019:CINEMA	00`d0052269.m3u8
RUS020:CNN	00`d0052268.m3u8
RUS021:COMEDY	00`d0052267.m3u8
RUS022:CROWN MUSIC TV	00`d0052266.m3u8
RUS023:CTC	00`d0052265.m3u8
RUS024:CTC LOVE	00`d0052264.m3u8
RUS025:DA VINCI KIDS	00`d0052263.m3u8
RUS026:DETSKIY MIR	00`d0052262.m3u8
RUS027:DISCOVERY CHANNEL	00`d0052261.m3u8
RUS028:DISCOVERY ID XTRA	00`d0052260.m3u8
RUS029:DISCOVERY SCIENCE	00`d0052259.m3u8
RUS030:DISNEY CHANNEL	00`d0052258.m3u8
RUS031:DOM KINO	00`d0052257.m3u8
RUS032:DOM KINO PREMIUM	00`d0052256.m3u8
RUS033:DOMASHNIE	00`d0052255.m3u8
RUS034:DTX	00`d0052254.m3u8
RUS035:EUREKA	00`d0052253.m3u8
RUS036:EURO NEWS	00`d0052252.m3u8
RUS037:EUROPA PLUS	00`d0052251.m3u8
RUS038:EUROSPORT	00`d0052250.m3u8
RUS039:EUROSPORT 2	00`d0052249.m3u8
RUS040:EX	00`d0052248.m3u8
RUS042:FIRST CHANNEL	00`d0052246.m3u8
RUS041:FASHION TV	00`d0052247.m3u8
RUS043:FOOD	00`d0052245.m3u8
RUS044:FOX	00`d0052244.m3u8
RUS045:HCT	00`d0052243.m3u8
RUS046:HISTORY	00`d0052242.m3u8
RUS047:HISTORY 2	00`d0052241.m3u8
RUS048:HOME	00`d0052240.m3u8
RUS049:HOME TB	00`d0052239.m3u8
RUS050:HTB МИР	00`d0052238.m3u8
RUS051:ILLUSION PLUS	00`d0052237.m3u8
RUS052:KARUSEL TV	00`d0052236.m3u8
RUS053:KHL TV	00`d0052235.m3u8
RUS054:KINO CINEMA	00`d0052234.m3u8
RUS055:KINO HOME	00`d0052233.m3u8
RUS056:KINO KOMEDIJA	00`d0052232.m3u8
RUS057:KINO PLUS	00`d0052231.m3u8
RUS058:KINO PREMIUM	00`d0052230.m3u8
RUS059:KINO TV	00`d0052229.m3u8
RUS060:KOMEDIYNOE	00`d0052228.m3u8
RUS061:KUHNYA TV	00`d0052227.m3u8
RUS062:LIFE HD	00`d0052226.m3u8
RUS063:M2	00`d0052225.m3u8
RUS064:MATCH	00`d0052224.m3u8
RUS065:MATCH ARENA	00`d0052223.m3u8
RUS066:MATCH BOX	00`d0052222.m3u8
RUS067:MATCH FUTBOL 1	00`d0052221.m3u8
RUS068:MATCH FUTBOL 2	00`d0052220.m3u8
RUS069:MATCH FUTBOL 3	00`d0052219.m3u8
RUS070:MATCH GAME	00`d0052218.m3u8
RUS071:MATCH PREMIERE	00`d0052217.m3u8
RUS072:MEGAHIT	00`d0052216.m3u8
RUS073:MEZZO LIVE	00`d0052215.m3u8
RUS074:MIR	00`d0052214.m3u8
RUS075:MTV	00`d0052213.m3u8
RUS076:MTV LIVE	00`d0052212.m3u8
RUS077:MTV YO!	00`d0052211.m3u8
RUS078:MULTI MANIA	00`d0052210.m3u8
RUS079:MUZHSKOE KINO	00`d0052209.m3u8
RUS080:NAT GEO	00`d0052208.m3u8
RUS081:NAT GEO WILD	00`d0052207.m3u8
RUS082:NICKELODEON JUNIOR	00`d0052206.m3u8
RUS084:ONE.BY	00`d0052204.m3u8
RUS083:NTV HD	00`d0052205.m3u8
RUS085:OUTDOOR CHANNEL	00`d0052203.m3u8
RUS086:PARAMOUNT COMEDY	00`d0052202.m3u8
RUS087:PEH ТВ	00`d0052201.m3u8
RUS088:PERVIY	00`d0052200.m3u8
RUS089:PRAVO	00`d0052199.m3u8
RUS090:PREMIERA	00`d0052198.m3u8
RUS091:PREMIERE	00`d0052197.m3u8
RUS092:PRO100 TV	00`d0052196.m3u8
RUS093:RED	00`d0052195.m3u8
RUS094:REN TV	00`d0052194.m3u8
RUS095:RT NEWS	00`d0052193.m3u8
RUS096:RTG	00`d0052192.m3u8
RUS097:RTR PLANETA	00`d0052191.m3u8
RUS098:RUSSIA 1	00`d0052190.m3u8
RUS099:RUSSIA BESTSELLER	00`d0052189.m3u8
RUS100:RUSSIA DETECTIVE	00`d0052188.m3u8
RUS101:RUSSIA ILLUSION	00`d0052187.m3u8
RUS102:RUSSIA ROMAN	00`d0052186.m3u8
RUS103:RUSSIA-K	00`d0052185.m3u8
RUS104:RUTV	00`d0052184.m3u8
RUS105:SAINT PETERBURG	00`d0052183.m3u8
RUS107:SHANSON TV	00`d0052181.m3u8
RUS106:SARAFAN	00`d0052182.m3u8
RUS108:SONY SCI-FI	00`d0052180.m3u8
RUS109:SONY TURBO	00`d0052179.m3u8
RUS110:STAR TB	00`d0052178.m3u8
RUS111:TB 3	00`d0052177.m3u8
RUS112:THT	00`d0052176.m3u8
RUS113:THT 4	00`d0052175.m3u8
RUS114:THT MUSIC	00`d0052174.m3u8
RUS115:TLC	00`d0052173.m3u8
RUS116:TNT	00`d0052172.m3u8
RUS117:TNT 4	00`d0052171.m3u8
RUS118:TRAVEL CHANNEL	00`d0052170.m3u8
RUS119:TRAVEL+	00`d0052169.m3u8
RUS120:TV 1000	00`d0052168.m3u8
RUS121:TV 1000 ACTION	00`d0052167.m3u8
RUS122:TV 1000 MEGAHIT	00`d0052166.m3u8
RUS123:TV XXI	00`d0052165.m3u8
RUS124:U TV	00`d0052164.m3u8
RUS125:USADBA TV	00`d0052163.m3u8
RUS126:VIASAT EXPLORER	00`d0052162.m3u8
RUS127:VIASAT HISTORY	00`d0052161.m3u8
RUS128:VIASAT NATURE	00`d0052160.m3u8
RUS129:VIASAT SPORT EAST	00`d0052159.m3u8
RUS130:ZEE TV	00`d0052158.m3u8
RUS131:Zoo Парк	00`d0052157.m3u8
-----|Sweden|-----	^--
SE001:VIASAT SPORT	00`d0051566.m3u8
SE002:VIASAT NATURE	00`d0051565.m3u8
SE003:TV 11	00`d0051564.m3u8
SE004:TV 5	00`d0051563.m3u8
SE005:TV 6	00`d0051562.m3u8
SE006:TV 8	00`d0051561.m3u8
SE007:TV 9	00`d0051560.m3u8
SE008:Viasat Film Hits	00`d0051559.m3u8
SE009:C MORE FIRST	00`d0051558.m3u8
SE010:C MORE HITS	00`d0051557.m3u8
SE011:C MORE SERIES	00`d0051556.m3u8
SE012:C MORE STARS	00`d0051555.m3u8
SE013:DISCOVERY CHANNEL	00`d0051554.m3u8
SE014:DISCOVERY SCIENCE	00`d0051553.m3u8
SE015:DISNEY CHANNEL	00`d0051552.m3u8
SE016:HISTORY	00`d0051551.m3u8
SE017:KANAL 11	00`d0051550.m3u8
SE018:KANAL 5	00`d0051549.m3u8
SE019:KANAL 9	00`d0051548.m3u8
SE020:NATIONAL GEOGRAPHIC	00`d0051547.m3u8
SE021:NICKELODEON	00`d0051546.m3u8
SE022:SF-KANALEN	00`d0051545.m3u8
SE023:SJUAN	00`d0051544.m3u8
SE024:SVT 1	00`d0051543.m3u8
SE025:SVT 2	00`d0051542.m3u8
SE026:TV 10	00`d0051541.m3u8
SE027:TV 12	00`d0051540.m3u8
SE028:TV 3	00`d0051539.m3u8
SE029:TV 4	00`d0051538.m3u8
SE030:TV 4 FAKTA	00`d0051537.m3u8
SE031:TV 4 FILM	00`d0051536.m3u8
SE032:VIASAT EXPLORE	00`d0051535.m3u8
SE033:VIASAT FILM FAMILY	00`d0051534.m3u8
SE034:EUROSPORT 2	00`d0051533.m3u8
SE035:EUROSPORT 1	00`d0051532.m3u8
SE036:VIASAT SPORT PREMIUM	00`d0051531.m3u8
SE037:VIASAT MOTOR	00`d0051530.m3u8
SE038:VIASAT HOCKEY	00`d0051529.m3u8
SE039:VIASAT FOTBOLL	00`d0051528.m3u8
SE040:TV 4 GULD	00`d0051527.m3u8
SE041:C MORE LIVE 4	00`d0051526.m3u8
SE042:C MORE LIVE	00`d0051525.m3u8
SE043:BOOMERANG	00`d0051524.m3u8
SE044:VIASAT SPORT EXTRA	00`d0051523.m3u8
SE045:VIASAT JUL	00`d0051522.m3u8
SE046:C MORE SPORT KANALEN	00`d0051521.m3u8
SE047:NATIONAL GEOGRAPHIC WILD	00`d0051520.m3u8
SE048:SVT BARN	00`d0051519.m3u8
SE049:SVT 24/B	00`d0051518.m3u8
SE050:DISNEY XD	00`d0051517.m3u8
SE051:VH1	00`d0051516.m3u8
SE052:H2	00`d0051515.m3u8
SE053:DISCOVERY INVESTIGATION	00`d0051514.m3u8
SE054:TLC	00`d0051513.m3u8
