Atlas	`0https://www.2embed.cc/embed/tt14856980
RTE 1	`1https://dlhd.so/embed/stream-364.php
RTE 2	`1https://dlhd.so/embed/stream-365.php
RMC Sport 1 France	`1https://dlhd.so/embed/stream-119.php
RMC Sport 2 France	`1https://dlhd.so/embed/stream-120.php
RTP 1 Portugal	`1https://dlhd.so/embed/stream-719.php
RTP 2 Portugal	`1https://dlhd.so/embed/stream-720.php
RTP 3 Portugal	`1https://dlhd.so/embed/stream-721.php
Rai 1 Italy	`1https://dlhd.so/embed/stream-850.php
Rai 2 Italy	`1https://dlhd.so/embed/stream-851.php
Rai 3 Italy	`1https://dlhd.so/embed/stream-852.php
Rai 3 Italy	`1https://dlhd.so/embed/stream-853.php
Rai Sport Italy	`1https://dlhd.so/embed/stream-882.php
Rai Premium Italy	`1https://dlhd.so/embed/stream-858.php
Real Madrid TV Spain	`1https://dlhd.so/embed/stream-523.php
RDS CA	`1https://dlhd.so/embed/stream-839.php
RDS 2 CA	`1https://dlhd.so/embed/stream-840.php
RDS Info CA	`1https://dlhd.so/embed/stream-841.php
Ring Bulgaria	`1https://dlhd.so/embed/stream-471.php
RTL7 Netherland	`1https://dlhd.so/embed/stream-390.php
Racing Tv UK	`1https://dlhd.so/embed/stream-555.php
Reelz Channel	`1https://dlhd.so/embed/stream-293.php
Sky Sports Football UK	`1https://dlhd.so/embed/stream-35.php
Sky Sports Arena UK	`1https://dlhd.so/embed/stream-36.php
Sky Sports Action UK	`1https://dlhd.so/embed/stream-37.php
Sky Sports Main Event	`1https://dlhd.so/embed/stream-38.php
Sky sports Premier League	`1https://dlhd.so/embed/stream-130.php
Sky Sports F1 UK	`1https://dlhd.so/embed/stream-60.php
Sky Sports Cricket	`1https://dlhd.so/embed/stream-65.php
Sky Sports Golf UK	`1https://dlhd.so/embed/stream-70.php
Sky Sports Golf Italy	`1https://dlhd.so/embed/stream-574.php
Sky Sport MotoGP Italy	`1https://dlhd.so/embed/stream-575.php
Sky Sport Tennis Italy	`1https://dlhd.so/embed/stream-576.php
Sky Sport F1 Italy	`1https://dlhd.so/embed/stream-577.php
Sky Sports News UK	`1https://dlhd.so/embed/stream-366.php
Sky Sports MIX UK	`1https://dlhd.so/embed/stream-449.php
Sky Sport Top Event DE	`1https://dlhd.so/embed/stream-556.php
Sky Sport Mix DE	`1https://dlhd.so/embed/stream-557.php
Sky Sport Bundesliga 1 HD	`1https://dlhd.so/embed/stream-558.php
Sky Sport Austria 1 HD	`1https://dlhd.so/embed/stream-559.php
SportsNet New York (SNY)	`1https://dlhd.so/embed/stream-759.php
Sky Sport Football Italy	`1https://dlhd.so/embed/stream-460.php
Sky Sport UNO Italy	`1https://dlhd.so/embed/stream-461.php
Sky Sport Arena Italy	`1https://dlhd.so/embed/stream-462.php
Sky Sports Racing UK	`1https://dlhd.so/embed/stream-554.php
Sky UNO Italy	`1https://dlhd.so/embed/stream-881.php
Sky Sport 1 NZ	`1https://dlhd.so/embed/stream-588.php
Sky Sport 2 NZ	`1https://dlhd.so/embed/stream-589.php
Sky Sport 3 NZ	`1https://dlhd.so/embed/stream-590.php
Sky Sport 4 NZ	`1https://dlhd.so/embed/stream-591.php
Sky Sport 5 NZ	`1https://dlhd.so/embed/stream-592.php
Sky Sport 6 NZ	`1https://dlhd.so/embed/stream-593.php
Sky Sport 7 NZ	`1https://dlhd.so/embed/stream-594.php
Sky Sport 8 NZ	`1https://dlhd.so/embed/stream-595.php
Sky Sport 9 NZ	`1https://dlhd.so/embed/stream-596.php
Sky Sport Select NZ	`1https://dlhd.so/embed/stream-587.php
Sport TV1 Portugal	`1https://dlhd.so/embed/stream-49.php
Sport TV2 Portugal	`1https://dlhd.so/embed/stream-74.php
Sport TV4 Portugal	`1https://dlhd.so/embed/stream-289.php
Sport TV3 Portugal	`1https://dlhd.so/embed/stream-454.php
Sport TV5 Portugal	`1https://dlhd.so/embed/stream-290.php
Sport TV6 Portugal	`1https://dlhd.so/embed/stream-291.php
SIC Portugal	`1https://dlhd.so/embed/stream-722.php
SEC Network USA	`1https://dlhd.so/embed/stream-385.php
SporTV Brasil	`1https://dlhd.so/embed/stream-78.php
SporTV2 Brasil	`1https://dlhd.so/embed/stream-79.php
SporTV3 Brasil	`1https://dlhd.so/embed/stream-80.php
Sport Klub 1 Serbia	`1https://dlhd.so/embed/stream-101.php
Sport Klub 2 Serbia	`1https://dlhd.so/embed/stream-102.php
Sport Klub 3 Serbia	`1https://dlhd.so/embed/stream-103.php
Sport Klub 4 Serbia	`1https://dlhd.so/embed/stream-104.php
Sport Klub HD Serbia	`1https://dlhd.so/embed/stream-453.php
Sportsnet Ontario	`1https://dlhd.so/embed/stream-406.php
Sportsnet One	`1https://dlhd.so/embed/stream-411.php
Sportsnet West	`1https://dlhd.so/embed/stream-407.php
Sportsnet East	`1https://dlhd.so/embed/stream-408.php
Sportsnet 360	`1https://dlhd.so/embed/stream-409.php
Sportsnet World	`1https://dlhd.so/embed/stream-410.php
SuperSport Grandstand	`1https://dlhd.so/embed/stream-412.php
SuperSport PSL	`1https://dlhd.so/embed/stream-413.php
SuperSport Premier league	`1https://dlhd.so/embed/stream-414.php
SuperSport LaLiga	`1https://dlhd.so/embed/stream-415.php
SuperSport Variety 1	`1https://dlhd.so/embed/stream-416.php
SuperSport Variety 2	`1https://dlhd.so/embed/stream-417.php
SuperSport Variety 3	`1https://dlhd.so/embed/stream-418.php
SuperSport Variety 4	`1https://dlhd.so/embed/stream-419.php
SuperSport Action	`1https://dlhd.so/embed/stream-420.php
SuperSport Rugby	`1https://dlhd.so/embed/stream-421.php
SuperSport Golf	`1https://dlhd.so/embed/stream-422.php
SuperSport Tennis	`1https://dlhd.so/embed/stream-423.php
SuperSport Motorsport	`1https://dlhd.so/embed/stream-424.php
Supersport Football	`1https://dlhd.so/embed/stream-56.php
SuperSport Cricket	`1https://dlhd.so/embed/stream-368.php
SuperSport MaXimo 1	`1https://dlhd.so/embed/stream-572.php
Sporting TV Portugal	`1https://dlhd.so/embed/stream-716.php
SportDigital Fussball	`1https://dlhd.so/embed/stream-571.php
Spectrum Sportsnet LA	`1https://dlhd.so/embed/stream-764.php
Sport1+ Germany	`1https://dlhd.so/embed/stream-640.php
Sport1 Germany	`1https://dlhd.so/embed/stream-641.php
S4C UK	`1https://dlhd.so/embed/stream-670.php
SAT.1 DE	`1https://dlhd.so/embed/stream-729.php
Sky Cinema Premiere UK	`1https://dlhd.so/embed/stream-671.php
Sky Cinema Select UK	`1https://dlhd.so/embed/stream-672.php
Sky Cinema Hits UK	`1https://dlhd.so/embed/stream-673.php
Sky Cinema Greats UK	`1https://dlhd.so/embed/stream-674.php
Sky Cinema Animation UK	`1https://dlhd.so/embed/stream-675.php
Sky Cinema Family UK	`1https://dlhd.so/embed/stream-676.php
Sky Cinema Action UK	`1https://dlhd.so/embed/stream-677.php
The Hallmark	`1https://dlhd.so/embed/stream-678.php
Sky Cinema Thriller UK	`1https://dlhd.so/embed/stream-679.php
The Hallmark	`1https://dlhd.so/embed/stream-680.php
Sky Cinema Sci-Fi Horror UK	`1https://dlhd.so/embed/stream-681.php
Sky Cinema Collection Italy	`1https://dlhd.so/embed/stream-859.php
Sky Cinema Uno Italy	`1https://dlhd.so/embed/stream-860.php
Sky Cinema Action Italy	`1https://dlhd.so/embed/stream-861.php
8Sky Cinema Comedy Italy	`1https://dlhd.so/embed/stream-862.php
Sky Cinema Uno +24 Italy	`1https://dlhd.so/embed/stream-863.php
Sky Cinema Romance Italy	`1https://dlhd.so/embed/stream-864.php
Sky Cinema Family Italy	`1https://dlhd.so/embed/stream-865.php
Sky Cinema Due +24 Italy	`1https://dlhd.so/embed/stream-866.php
Sky Cinema Drama Italy	`1https://dlhd.so/embed/stream-867.php
8Sky Cinema Suspense Italy	`1https://dlhd.so/embed/stream-868.php
Sky Sport 24 Italy	`1https://dlhd.so/embed/stream-869.php
Sky Sport Calcio Italy	`1https://dlhd.so/embed/stream-870.php
Sky Calcio 1 (251) Italy	`1https://dlhd.so/embed/stream-871.php
Sky Calcio 2 (252) Italy	`1https://dlhd.so/embed/stream-872.php
Sky Calcio 3 (253) Italy	`1https://dlhd.so/embed/stream-873.php
Sky Calcio 4 (254) Italy	`1https://dlhd.so/embed/stream-874.php
Sky Calcio 5 (255) Italy	`1https://dlhd.so/embed/stream-875.php
Sky Calcio 6 (256) Italy	`1https://dlhd.so/embed/stream-876.php
Sky Calcio 7 (257) Italy	`1https://dlhd.so/embed/stream-877.php
Sky Serie Italy	`1https://dlhd.so/embed/stream-880.php
StarzPlay CricLife 1 HD	`1https://dlhd.so/embed/stream-284.php
StarzPlay CricLife 2 HD	`1https://dlhd.so/embed/stream-283.php
StarzPlay CricLife 3 HD	`1https://dlhd.so/embed/stream-282.php
Sky Showcase UK	`1https://dlhd.so/embed/stream-682.php
Sky Arts UK	`1https://dlhd.so/embed/stream-683.php
Sky Comedy UK	`1https://dlhd.so/embed/stream-684.php
Sky Crime	`1https://dlhd.so/embed/stream-685.php
Sky History	`1https://dlhd.so/embed/stream-686.php
SSC Sport 1	`1https://dlhd.so/embed/stream-614.php
SSC Sport 2	`1https://dlhd.so/embed/stream-615.php
SSC Sport 3	`1https://dlhd.so/embed/stream-616.php
SSC Sport 4	`1https://dlhd.so/embed/stream-617.php
SSC Sport 5	`1https://dlhd.so/embed/stream-618.php
SSC Sport Extra 1	`1https://dlhd.so/embed/stream-619.php
SSC Sport Extra 2	`1https://dlhd.so/embed/stream-620.php
SSC Sport Extra 3	`1https://dlhd.so/embed/stream-621.php
Sport 1 Israel	`1https://dlhd.so/embed/stream-140.php
Sport 2 Israel	`1https://dlhd.so/embed/stream-141.php
Sport 3 Israel	`1https://dlhd.so/embed/stream-142.php
Sport 4 Israel	`1https://dlhd.so/embed/stream-143.php
Sport 5 Israel	`1https://dlhd.so/embed/stream-144.php
Sport 5 PLUS Israel	`1https://dlhd.so/embed/stream-145.php
Sport 5 Live Israel	`1https://dlhd.so/embed/stream-146.php
Sport 5 Star Israel	`1https://dlhd.so/embed/stream-147.php
Sport 5 Gold Israel	`1https://dlhd.so/embed/stream-148.php
Science Channel	`1https://dlhd.so/embed/stream-294.php
Showtime USA	`1https://dlhd.so/embed/stream-333.php
Showtime SHOxBET USA	`1https://dlhd.so/embed/stream-685.php
Starz	`1https://dlhd.so/embed/stream-335.php
Sky Witness HD	`1https://dlhd.so/embed/stream-361.php
Sixx DE	`1https://dlhd.so/embed/stream-732.php
Sky Atlantic	`1https://dlhd.so/embed/stream-362.php
SYFY USA	`1https://dlhd.so/embed/stream-373.php
Sundance TV	`1https://dlhd.so/embed/stream-658.php
SWR DE	`1https://dlhd.so/embed/stream-735.php
SUPER RTL DE	`1https://dlhd.so/embed/stream-738.php
SR Fernsehen DE	`1https://dlhd.so/embed/stream-739.php
Smithsonian Channel	`1https://dlhd.so/embed/stream-601.php
TNT Sports 1 UK	`1https://dlhd.so/embed/stream-31.php
TNT Sports 2 UK	`1https://dlhd.so/embed/stream-32.php
TNT Sports 3 UK	`1https://dlhd.so/embed/stream-33.php
TNT Sports 4 UK	`1https://dlhd.so/embed/stream-34.php
TSN1	`1https://dlhd.so/embed/stream-111.php
TSN2	`1https://dlhd.so/embed/stream-112.php
TSN3	`1https://dlhd.so/embed/stream-113.php
TSN4	`1https://dlhd.so/embed/stream-114.php
TSN5	`1https://dlhd.so/embed/stream-115.php
TVN HD Poland	`1https://dlhd.so/embed/stream-565.php
TVN24 Poland	`1https://dlhd.so/embed/stream-444.php
TVP1 Poland	`1https://dlhd.so/embed/stream-560.php
TVP2 Poland	`1https://dlhd.so/embed/stream-561.php
Telecinco Spain	`1https://dlhd.so/embed/stream-532.php
TVE La 1 Spain	`1https://dlhd.so/embed/stream-533.php
TVE La 2 Spain	`1https://dlhd.so/embed/stream-536.php
TVI Portugal	`1https://dlhd.so/embed/stream-723.php
TVI Reality Portugal	`1https://dlhd.so/embed/stream-724.php
Teledeporte Spain (TDP)	`1https://dlhd.so/embed/stream-529.php
TYC Sports Argentina	`1https://dlhd.so/embed/stream-746.php
TVP Sport Poland	`1https://dlhd.so/embed/stream-128.php
TNT Brasil	`1https://dlhd.so/embed/stream-87.php
TNT Sports Argentina	`1https://dlhd.so/embed/stream-388.php
TNT Sports HD Chile	`1https://dlhd.so/embed/stream-642.php
Tennis Channel	`1https://dlhd.so/embed/stream-40.php
Ten Sports PK	`1https://dlhd.so/embed/stream-741.php
TUDN USA	`1https://dlhd.so/embed/stream-66.php
Telemundo	`1https://dlhd.so/embed/stream-131.php
TBS USA	`1https://dlhd.so/embed/stream-336.php
TLC	`1https://dlhd.so/embed/stream-337.php
TNT USA	`1https://dlhd.so/embed/stream-338.php
TVA Sports	`1https://dlhd.so/embed/stream-833.php
TVA Sports 2	`1https://dlhd.so/embed/stream-834.php
Travel Channel	`1https://dlhd.so/embed/stream-340.php
TruTV USA	`1https://dlhd.so/embed/stream-341.php
TVLAND	`1https://dlhd.so/embed/stream-342.php
TCM USA	`1https://dlhd.so/embed/stream-644.php
TMC Channel USA	`1https://dlhd.so/embed/stream-698.php
The Food Network	`1https://dlhd.so/embed/stream-384.php
The Weather Channel	`1https://dlhd.so/embed/stream-394.php
TVP INFO	`1https://dlhd.so/embed/stream-452.php
TeenNick	`1https://dlhd.so/embed/stream-650.php
TV ONE USA	`1https://dlhd.so/embed/stream-660.php
TV2 Bornholm Denmark	`1https://dlhd.so/embed/stream-807.php
TV2 Sport X Denmark	`1https://dlhd.so/embed/stream-808.php
TV3 Sport Denmark	`1https://dlhd.so/embed/stream-809.php
TV2 Sport Denmark	`1https://dlhd.so/embed/stream-810.php
TV2 Denmark	`1https://dlhd.so/embed/stream-817.php
TV2 Zulu	`1https://dlhd.so/embed/stream-818.php
TV3+ Denmark	`1https://dlhd.so/embed/stream-819.php
TVO CA	`1https://dlhd.so/embed/stream-842.php
Tennis+ 1	`1https://dlhd.so/embed/stream-700.php
Tennis+ 2	`1https://dlhd.so/embed/stream-701.php
Tennis+ 3	`1https://dlhd.so/embed/stream-702.php
Tennis+ 4	`1https://dlhd.so/embed/stream-703.php
Tennis+ 5	`1https://dlhd.so/embed/stream-704.php
Tennis+ 6	`1https://dlhd.so/embed/stream-705.php
Tennis+ 7	`1https://dlhd.so/embed/stream-706.php
Tennis+ 8	`1https://dlhd.so/embed/stream-707.php
Tennis+ 9	`1https://dlhd.so/embed/stream-708.php
Tennis+ 10	`1https://dlhd.so/embed/stream-709.php
Tennis+ 11	`1https://dlhd.so/embed/stream-710.php
Tennis+ 12	`1https://dlhd.so/embed/stream-711.php
Tennis+ 13	`1https://dlhd.so/embed/stream-712.php
Tennis+ 14	`1https://dlhd.so/embed/stream-713.php
Tennis+ 15	`1https://dlhd.so/embed/stream-714.php
USA Network	`1https://dlhd.so/embed/stream-343.php
Universal Kids USA	`1https://dlhd.so/embed/stream-668.php
Univision	`1https://dlhd.so/embed/stream-132.php
Unimas	`1https://dlhd.so/embed/stream-133.php
Viaplay Sports 1 UK	`1https://dlhd.so/embed/stream-451.php
Viaplay Sports 2 UK	`1https://dlhd.so/embed/stream-550.php
Viaplay Xtra UK	`1https://dlhd.so/embed/stream-597.php
#Vamos Spain	`1https://dlhd.so/embed/stream-521.php
V Film Premiere	`1https://dlhd.so/embed/stream-815.php
V Film Family	`1https://dlhd.so/embed/stream-816.php
VH1 USA	`1https://dlhd.so/embed/stream-344.php
Veronica NL Netherland	`1https://dlhd.so/embed/stream-378.php
VTV+ Uruguay	`1https://dlhd.so/embed/stream-391.php
VICE TV	`1https://dlhd.so/embed/stream-659.php
Willow Cricket	`1https://dlhd.so/embed/stream-346.php
Willow XTRA	`1https://dlhd.so/embed/stream-598.php
WWE Network	`1https://dlhd.so/embed/stream-376.php
Win Sports+ Columbia	`1https://dlhd.so/embed/stream-392.php
WETV USA	`1https://dlhd.so/embed/stream-655.php
WDR DE	`1https://dlhd.so/embed/stream-734.php
YES Network USA	`1https://dlhd.so/embed/stream-763.php
Yes Movies Action Israel	`1https://dlhd.so/embed/stream-543.php
Yes Movies Kids Israel	`1https://dlhd.so/embed/stream-544.php
Yes Movies Comedy Israel	`1https://dlhd.so/embed/stream-545.php
Yas TV UAE	`1https://dlhd.so/embed/stream-609.php
Yes TV CA	`1https://dlhd.so/embed/stream-837.php
Ziggo Sport Docu NL	`1https://dlhd.so/embed/stream-383.php
Ziggo Sport Select NL	`1https://dlhd.so/embed/stream-393.php
Ziggo Sport Racing NL	`1https://dlhd.so/embed/stream-396.php
Ziggo Sport Voetbal NL	`1https://dlhd.so/embed/stream-398.php
BBC 1 DE	`1https://dlhd.so/embed/stream-727.php
ZDF Info DE	`1https://dlhd.so/embed/stream-728.php
20 Mediaset Italy	`1https://dlhd.so/embed/stream-857.php
6'eren Denmark	`1https://dlhd.so/embed/stream-800.php
#0 Spain	`1https://dlhd.so/embed/stream-437.php
5 USA	`1https://dlhd.so/embed/stream-360.php
3sat DE	`1https://dlhd.so/embed/stream-726.php
18+ (Player-01)	`1https://dlhd.so/embed/stream-501.php
18+ (Player-02)	`1https://dlhd.so/embed/stream-502.php
18+ (Player-03)	`1https://dlhd.so/embed/stream-503.php
18+ (Player-04)	`1https://dlhd.so/embed/stream-504.php
18+ (Player-05)	`1https://dlhd.so/embed/stream-505.php
18+ (Player-06)	`1https://dlhd.so/embed/stream-506.php
18+ (Player-07)	`1https://dlhd.so/embed/stream-507.php
18+ (Player-08)	`1https://dlhd.so/embed/stream-508.php
18+ (Player-09)	`1https://dlhd.so/embed/stream-509.php
18+ (Player-10)	`1https://dlhd.so/embed/stream-510.php
18+ (Player-11)	`1https://dlhd.so/embed/stream-511.php
18+ (Player-12)	`1https://dlhd.so/embed/stream-512.php
18+ (Player-13)	`1https://dlhd.so/embed/stream-513.php
18+ (Player-14)	`1https://dlhd.so/embed/stream-514.php
18+ (Player-15)	`1https://dlhd.so/embed/stream-515.php
18+ (Player-16)	`1https://dlhd.so/embed/stream-516.php
18+ (Player-17)	`1https://dlhd.so/embed/stream-517.php
18+ (Player-18)	`1https://dlhd.so/embed/stream-518.php
18+ (Player-19)	`1https://dlhd.so/embed/stream-519.php
18+ (Player-20)	`1https://dlhd.so/embed/stream-520.php
